model_name,gpu,batch_size,seq_len,mean_ms,std_ms,p50_ms,p95_ms,n_runs,noisy,peak_memory_mb,actual_gpu_name,actual_mem_gb,actual_sm_count,attn_impl,platform,cuda_version,driver_version,torch_version,timestamp
gpt2-small,a100,1,32,7.425873889923095,0.1296826948185171,7.429120063781738,7.500800132751465,100,False,287.28064,NVIDIA A100-SXM4-40GB,42.41,108,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T21:19:15+00:00
gpt2-small,a100,1,64,7.357951974868774,0.060318307494003374,7.378943920135498,7.4260478019714355,100,False,293.95968,NVIDIA A100-SXM4-40GB,42.41,108,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T21:19:26+00:00
gpt2-small,a100,1,128,7.363747835159302,0.033451014688678164,7.362559795379639,7.406591892242432,100,False,304.030208,NVIDIA A100-SXM4-40GB,42.41,108,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T21:19:28+00:00
gpt2-small,a100,1,256,7.15364351272583,0.18155106779777572,7.113728046417236,7.39737606048584,100,False,325.088768,NVIDIA A100-SXM4-40GB,42.41,108,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T21:19:29+00:00
gpt2-small,a100,1,512,7.059937257766723,0.07167143069215301,7.055359840393066,7.078911781311035,100,False,365.371392,NVIDIA A100-SXM4-40GB,42.41,108,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T21:19:30+00:00
gpt2-small,a100,1,1024,7.191214060783386,0.21990512996530295,7.131135940551758,7.48748779296875,100,False,445.019136,NVIDIA A100-SXM4-40GB,42.41,108,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T21:19:32+00:00
gpt2-small,a100,2,32,7.855697937011719,0.15566529385078726,7.814144134521484,8.18073558807373,100,False,293.95968,NVIDIA A100-SXM4-40GB,42.41,108,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T21:19:33+00:00
gpt2-small,a100,2,64,7.838300137519837,0.04240301470203499,7.832575798034668,7.90937614440918,100,False,304.030208,NVIDIA A100-SXM4-40GB,42.41,108,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T21:19:34+00:00
gpt2-small,a100,2,128,7.691130862236023,0.22180408630480303,7.602176189422607,8.426495552062988,100,False,326.006272,NVIDIA A100-SXM4-40GB,42.41,108,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T21:19:36+00:00
gpt2-small,a100,2,256,7.486443519592285,0.06864180892388887,7.4792962074279785,7.518208026885986,100,False,366.288896,NVIDIA A100-SXM4-40GB,42.41,108,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T21:19:38+00:00
gpt2-small,a100,2,512,7.511715822219848,0.13196997083952566,7.497727870941162,7.5386881828308105,100,False,445.019136,NVIDIA A100-SXM4-40GB,42.41,108,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T21:19:39+00:00
gpt2-small,a100,2,1024,12.18343936920166,0.04256219841300287,12.176383972167969,12.215295791625977,100,False,606.542848,NVIDIA A100-SXM4-40GB,42.41,108,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T21:19:40+00:00
