model_name,gpu,batch_size,seq_len,mean_ms,std_ms,p50_ms,p95_ms,n_runs,noisy,peak_memory_mb,actual_gpu_name,actual_mem_gb,actual_sm_count,attn_impl,platform,cuda_version,driver_version,torch_version,timestamp
gpt2-medium,t4,1,1024,86.62627807617187,0.37624672523775216,86.66134643554688,87.30809783935547,100,False,1002.385408,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:29:57+00:00
gpt2-medium,t4,2,32,17.950212116241456,0.11630132764386071,17.93846321105957,18.133695602416992,100,False,762.360832,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:30:11+00:00
gpt2-medium,t4,2,64,17.27877243041992,0.11957367428413594,17.258495330810547,17.41619110107422,100,False,778.362368,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:30:15+00:00
gpt2-medium,t4,2,128,17.651123886108397,0.2939278608056171,17.588224411010742,18.067392349243164,100,False,822.782464,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:30:18+00:00
gpt2-medium,t4,2,256,32.2764669418335,0.20059128534473777,32.243614196777344,32.619422912597656,100,False,898.489344,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:30:22+00:00
gpt2-medium,t4,2,512,71.39268836975097,0.36721101094679925,71.4293441772461,71.97491455078125,100,False,1002.385408,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:30:27+00:00
gpt2-medium,t4,2,1024,173.59187545776368,0.3784072791304812,173.63462829589844,174.16143798828125,100,False,1258.412032,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:30:39+00:00
gpt2-medium,t4,3,32,17.637366390228273,0.14543816699919399,17.618431091308594,17.806751251220703,100,False,770.361856,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:31:06+00:00
gpt2-medium,t4,3,64,17.68170810699463,0.8527844329570803,17.59903907775879,18.418560028076172,100,False,800.620544,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:31:10+00:00
gpt2-medium,t4,3,128,22.158076095581055,0.2672705882879435,22.179487228393555,22.593536376953125,100,False,842.369024,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:31:13+00:00
gpt2-medium,t4,3,256,47.79754085540772,0.8811852738412227,47.90185546875,49.08457565307617,100,False,938.90304,Tesla T4,15.64,40,eager,modal,13.0,580.95.05,2.11.0+cu130,2026-04-17T22:31:18+00:00
